Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Letter Type
04/25/2017,04/14/2017,Caudill Seed & Warehouse Inc,Cincinnati District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,"Vibrant Health Store, LLC",Seattle District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,"Healing Within Products & Services, Inc.",San Francisco District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,"Amazing Sour Sop, Inc.",Florida District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,Nature's Treasures,Los Angeles District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,Aie Pharmaceuticals Inc,Los Angeles District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,Everything Herbs,Atlanta District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,"Oxygen Health Systems, LLC",Chicago District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,The Vitamin C Foundation,Chicago District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,"BioStar Technology International, LLC",Los Angeles District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,"Sunstone, Inc.",Denver District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,"Hawk Dok Natural Salve, LLC",Los Angeles District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/19/2017,"Tobin's Royal Stag, Inc. dba Tobin Farms Velvet Antler",New England District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/25/2017,04/17/2017,Lifevantage Corp,Denver District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/24/2017,04/05/2017,Teva Pharmaceutical and Chemical (Hangzhou) Co. Ltd.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
04/24/2017,04/06/2017,Bebe Toys Manufactory Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
04/24/2017,04/19/2017,Exact-Rx Inc,Center for Drug Evaluation and Research,Failure to Register and List,Warning Letter
04/18/2017,03/09/2017,C & B Croissants Corporation,Los Angeles District Office,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
04/18/2017,03/15/2017,MIYAQUIL SA,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
04/18/2017,03/29/2017,"Targeted Medical Pharma, Inc. dba Physician Therapeutics",Center for Drug Evaluation and Research,Sponsor/Investrigator,Warning Letter
04/18/2017,04/04/2017,SI Marketing Inc.,San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
04/18/2017,04/10/2017,"Safe Harbour Seafood, Inc",New Orleans District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
04/12/2017,04/12/2017,Abbott (St Jude Medical Inc.),Center for Devices and Radiological Health,CGMP/QSR/Manufacture/Packing/Storage/Installation/Adulterated,Warning Letter
04/11/2017,03/27/2017,Indoco Remedies Limited,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
04/11/2017,04/03/2017,Professional Arts Pharmacy,Baltimore District Office,Drug Product/Adulterated,Warning Letter
04/11/2017,04/05/2017,Jus Bar LLC,New York District Office,Unapproved New Drugs/Misbranded,Warning Letter
04/10/2017,03/29/2017,Enclara Pharmacia Inc,Philadelphia District Office,Drug Product/Adulterated,Warning Letter
04/04/2017,01/17/2017,E-Cig Company,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Section 301(tt) Violation,Warning Letter
04/04/2017,01/27/2017,"Cassandra E. Curtis, M.D.",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
04/04/2017,03/15/2017,Country Favor Inc.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
04/04/2017,03/16/2017,"Nobel Bakery, Inc.",Los Angeles District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
04/04/2017,03/20/2017,Vacunda & Design,San Juan District Office,New Drug/Misbranded,Warning Letter
04/04/2017,03/22/2017,Iacofano's Group LLC,Atlanta District Office,Airline Catering Facility/Labeling/Misbranded,Warning Letter
04/04/2017,03/22/2017,H & W Farms LLC,Detroit District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
04/04/2017,03/23/2017,Daesang America Inc,New Jersey District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
04/04/2017,03/24/2017,"KC Innovations, Inc",Kansas City District Office,Acidified Foods/Prepared Packed or Held Under Insanitary Conditions,Warning Letter
04/04/2017,03/24/2017,"Sanapac Co., Inc.",Philadelphia District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
04/03/2017,03/22/2017,"Trone Health Services, Inc.",Seattle District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
03/28/2017,11/15/2016,Richard K. Burt,Center for Biologics Evaluation and Research,Sponsor/Investigator,Warning Letter
03/28/2017,03/09/2017,Reliable Rexall-A Compounding Pharmacy,San Francisco District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
03/28/2017,03/15/2017,"Chen Shwezin, Inc. dba Park Compounding Pharmacy",Los Angeles District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
03/28/2017,03/15/2017,"DSE Healthcare Solutions, LLC",New Jersey District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
03/28/2017,03/16/2017,Opto-Pharm Pte Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,Warning Letter
03/28/2017,03/16/2017,Day Fish Co Inc,Minneapolis District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/27/2017,03/20/2017,"Northwest Frozen, LLC dba Banzai Sushi (Banzai)",Seattle District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/27/2017,03/20/2017,"ImprimisRx CA, Inc., dba ImprimisRx",Los Angeles District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
03/22/2017,03/11/2016,Swedish Tobacco,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/22/2017,04/13/2016,Cross Street Tobacco,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/22/2017,07/28/2016,Antioch Smoke Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/21/2017,02/07/2017,Dorneyville Pharmacy,Philadelphia District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
03/21/2017,02/24/2017,"Jinan Jinda Pharmaceutical Chemistry Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
03/21/2017,03/07/2017,Ark Bio Medical Canada Corp,Center for Biologics Evaluation and Research,Premarket Approval/Misbranded/Adulterated,Warning Letter
03/21/2017,03/13/2017,"South Fork Dairy, LLC",Cincinnati District Office,Illegal Drug Residue,Warning Letter
03/20/2017,02/28/2017,TS Food Industry Sdn. Bhd.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/17/2017,02/17/2017,Apache Vape Limited,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/17/2017,03/01/2017,"Bond Pharmacy, Inc. dba Advanced Infusion Solutions",New Orleans District Office,"Drug/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
03/14/2017,02/03/2017,ProSupps USA LLC,Dallas District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
03/14/2017,03/02/2017,Holdgrafer Dairy Inc.,Kansas City District Office,Illegal Drug Residue Animal Tissue/Adulterated,Warning Letter
03/14/2017,03/02/2017,Lumis Global Pharmaceuticals Co. Ltd.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated/Misbranded,Warning Letter
03/14/2017,03/02/2017,Badrivishal Chemicals & Pharmaceuticals,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated/Misbranded,Warning Letter
03/14/2017,03/02/2017,Cape Fear Naturals,Atlanta District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
03/13/2017,02/27/2017,"Invitrx Therapeutics, Inc",Los Angeles District Office,New Drug/Labeling/Misbranded,Warning Letter
03/07/2017,12/16/2016,Healthy Habits,Los Angeles District Office,New Drugs/Cosmetics Labeling and Marketing with Drug Claims,Warning Letter
03/07/2017,02/16/2017,www.vap-cafe.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/07/2017,02/17/2017,"Morton Grove Pharmaceuticals, Inc.",Chicago District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
03/07/2017,02/17/2017,Tiki Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/07/2017,02/24/2017,Megafine Pharma (P) Limited,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
03/07/2017,02/27/2017,DeGrave Dairy,Minneapolis District Office,Illegal Drug Residue,Warning Letter
03/07/2017,03/02/2017,Lucky Pacific Corp and Kamli International Co. Ltd.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/06/2017,02/23/2017,"Denttio, Inc.",Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
03/06/2017,02/27/2017,SNAC System Inc.,San Francisco District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
02/28/2017,02/14/2017,"Chongqing Pharma Research Institute Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
02/28/2017,02/23/2017,Modern Macaroni Co Ltd,San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
02/27/2017,02/16/2017,Downtown Cigar Bar Fort Lauderdale,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/27/2017,02/16/2017,Smarter Smokes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/27/2017,02/16/2017,Hurley's Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/27/2017,02/17/2017,Pirate VapeStore,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/27/2017,02/17/2017,"N2G2, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/27/2017,02/17/2017,"Orlando Vape Bar, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/21/2017,01/26/2017,"Humco Holding Group, Inc",Dallas District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
02/21/2017,02/10/2017,Apple Tree Goat Dairy,Philadelphia District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes",Warning Letter
02/20/2017,02/16/2017,TJSL-Investments,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/20/2017,02/17/2017,Vaping Outlaws London,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/20/2017,02/17/2017,Tobacco Stock,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/17/2017,01/05/2017,Besa ehf,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
02/14/2017,09/15/2016,Hubei Hongkang Protective Products Co,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
02/14/2017,10/04/2016,BroadMaster Biotech Corp.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
02/14/2017,11/10/2016,Thermogram Assessment Services,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA),Warning Letter
02/14/2017,12/14/2016,Elec-cigs.co.uk,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
02/14/2017,01/11/2017,"Mama Turney's Homemade Pies, Inc.",New Orleans District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
02/14/2017,01/26/2017,"Zhejiang Bangli Medical Products Co., Ltd",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
02/14/2017,01/30/2017,Bao International Inc,Los Angeles District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
02/14/2017,01/31/2017,"Ausmetics Daily Chemicals (Guangzhou) Co., Ltd",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
02/14/2017,02/01/2017,"Life Extension Foundation Buyers Club, Inc.",Florida District Office,New Drug/Labeling/Misbranded,Warning Letter
02/14/2017,02/02/2017,"Sato Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
02/14/2017,02/03/2017,Kumato Labs,Los Angeles District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
02/14/2017,02/03/2017,Resonance Laboratories Private Limited,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
02/14/2017,02/08/2017,"Southern Aire Seafood, Inc.",New Orleans District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
02/14/2017,02/08/2017,Fred & Tyler Kamp,Dallas District Office,New Animal Drug/Adulterated,Warning Letter
02/14/2017,02/08/2017,Humaworm,New Orleans District Office,Unapproved New Drugs/Misbranded,Warning Letter
02/14/2017,10/14/2016,Fenwal Inc,Center for Biologics Evaluation and Research,False & Misleading Claims/Misbranded,Warning Letter
02/07/2017,08/31/2016,HMD Biomedical Inc.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
02/07/2017,10/25/2016,"Implant Dental Technology Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
02/07/2017,12/21/2016,"Sincerus Florida, LLC",Florida District Office,Unapproved New Drugs/Misbranded,Warning Letter
02/07/2017,01/23/2017,"Herbal Science International, Inc.",Los Angeles District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
02/07/2017,01/26/2017,Pierless Fish Corp.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
02/07/2017,01/31/2017,Berkeley Nutritional Mfg Corp.,San Francisco District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
02/06/2017,12/04/2015,Gary Manternach Farm,Kansas City District Office,Illegal Drug Residue,Warning Letter
02/06/2017,09/14/2016,"Neo Vision Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
02/06/2017,01/26/2017,WD Import and Export Inc.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
01/31/2017,08/03/2016,"Savaria Concord Lifts, Inc.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
01/31/2017,08/23/2016,Shina Corporation,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
01/31/2017,09/08/2016,"INCYTO CO., LTD.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
01/31/2017,11/14/2016,Bee Products J L,Atlanta District Office,Unapproved New Drugs/Misbranded,Warning Letter
01/31/2017,12/13/2016,"Auro Pharmacies, Inc.",Los Angeles District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
01/31/2017,12/13/2016,Northridge Hospital Medical Cent,Los Angeles District Office,"Drug/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
