Letter Issue Date,Company Name,Issuing Office,Regulated Product,Subject,Letter Type
5/10/2017,"Vertical Pharmaceuticals, Inc",New Jersey District Office,,,Warning Letter
5/9/2017,"Products Africana, Inc.",New Jersey District Office,,,Warning Letter
5/8/2017,Phillips Co.,Dallas District Office,,,Warning Letter
5/8/2017,"Nurse Assist, Inc",Dallas District Office,,,Warning Letter
5/8/2017,Harbor Marine Product Inc,Los Angeles District Office,,,Warning Letter
5/8/2017,"Pulido Associates, Inc",Center for Tobacco Products,,,Warning Letter
5/8/2017,"International Medsurg Connection, Inc.",Chicago District Office,,,Warning Letter
5/8/2017,Elkhart Pharmacy,Dallas District Office,,,Warning Letter
5/5/2017,"Vidco, Inc.",Seattle District Office,,,Warning Letter
5/5/2017,Barnier Production,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/5/2017,"Fabrica de Conservas A Poveira, S.A.",Center for Food Safety and Applied Nutrition,,,Warning Letter
5/4/2017,Rainbow Gold Products Inc,New Orleans District Office,,,Warning Letter
5/3/2017,MS Bionic,Los Angeles District Office,,,Warning Letter
5/3/2017,"Pharmaceutic Labs, LLC.",New York District Office,,,Warning Letter
5/2/2017,Genus Medical Technologies,Kansas City District Office,,,Warning Letter
5/1/2017,"Nature's Vision, Inc",Detroit District Office,,,Warning Letter
5/1/2017,"Oxford Performance Materials, Inc.",New England District Office,,,Warning Letter
5/1/2017,Thor Inc.,Denver District Office,,,Warning Letter
4/28/2017,http://www.snuffstore.co.uk,Center for Tobacco Products,,,Warning Letter
4/28/2017,Vikshara Trading & Investments Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
4/28/2017,"Shriver III, Victor L., a.k.a. Chip",Chicago District Office,,,Warning Letter
4/27/2017,"Vapor-riffic, Inc.",Center for Tobacco Products,,,Warning Letter
4/27/2017,Rad Trading,Center for Tobacco Products,,,Warning Letter
4/27/2017,Vapor Palace,Center for Tobacco Products,,,Warning Letter
4/27/2017,LegendGadget,Center for Tobacco Products,,,Warning Letter
4/27/2017,"Hardcore Vapers, B.V",Center for Tobacco Products,,,Warning Letter
4/27/2017,http://www.pharmacig.com,Center for Tobacco Products,,,Warning Letter
4/27/2017,Wholesale-Eliquid.com,Center for Tobacco Products,,,Warning Letter
4/27/2017,Big Boss Cigars,Center for Tobacco Products,,,Warning Letter
4/27/2017,The Lord of the Cigar Corporation,Center for Tobacco Products,,,Warning Letter
4/27/2017,406 Cigars,Center for Tobacco Products,,,Warning Letter
4/26/2017,Anatox Inc.,Center for Food Safety and Applied Nutrition,,,Warning Letter
4/26/2017,B & I Overseas Trading Inc.,Los Angeles District Office,,,Warning Letter
4/25/2017,"Rosemark Bakery, Inc.",Minneapolis District Office,,,Warning Letter
4/25/2017,"Northern Fish Products, Inc.",Seattle District Office,,,Warning Letter
4/25/2017,Unetixs Vascular Inc.,New England District Office,,,Warning Letter
4/24/2017,"Qinhuangdao Zizhu Pharmaceutical, Co.",Center for Drug Evaluation and Research,,,Warning Letter
4/21/2017,"Lonza Walkersville, Inc.",Baltimore District Office,,,Warning Letter
4/21/2017,Criticare Technologies Inc,New England District Office,,,Warning Letter
4/20/2017,Adolfo Kaplan,Center for Drug Evaluation and Research,,,Warning Letter
4/20/2017,"Organ Recovery Systems, Inc.",Chicago District Office,,,Warning Letter
4/20/2017,"Huron Pharmaceuticals, Inc.",Detroit District Office,,,Warning Letter
4/20/2017,Sal Pharma,Center for Drug Evaluation and Research,,,Warning Letter
4/20/2017,Montana Emu Ranch Company Inc,Seattle District Office,,,Warning Letter
4/20/2017,Naturecom Inc.,Los Angeles District Office,,,Warning Letter
4/19/2017,Exact-Rx Inc,Center for Drug Evaluation and Research,,,Warning Letter
4/19/2017,"Tobin's Royal Stag, Inc. dba Tobin Farms Velvet Antler",New England District Office,,,Warning Letter
4/17/2017,"Vibrant Health Store, LLC",Seattle District Office,,,Warning Letter
4/17/2017,"Healing Within Products & Services, Inc.",San Francisco District Office,,,Warning Letter
4/17/2017,"Amazing Sour Sop, Inc.",Florida District Office,,,Warning Letter
4/17/2017,Nature's Treasures,Los Angeles District Office,,,Warning Letter
4/17/2017,Aie Pharmaceuticals Inc,Los Angeles District Office,,,Warning Letter
4/17/2017,Everything Herbs,Atlanta District Office,,,Warning Letter
4/17/2017,"Oxygen Health Systems, LLC",Chicago District Office,,,Warning Letter
4/17/2017,The Vitamin C Foundation,Chicago District Office,,,Warning Letter
4/17/2017,Lifevantage Corp,Denver District Office,,,Warning Letter
4/17/2017,"BioStar Technology International, LLC",Los Angeles District Office,,,Warning Letter
4/17/2017,"Sunstone, Inc.",Denver District Office,,,Warning Letter
4/17/2017,"Hawk Dok Natural Salve, LLC",Los Angeles District Office,,,Warning Letter
4/14/2017,Caudill Seed & Warehouse Inc,Cincinnati District Office,,,Warning Letter
4/12/2017,Abbott (St Jude Medical Inc.),Center for Devices and Radiological Health,,,Warning Letter
4/10/2017,Quality Fisheries dba The Niota Fish Market,Chicago District Office,,,Warning Letter
4/10/2017,"Safe Harbour Seafood, Inc",New Orleans District Office,,,Warning Letter
4/7/2017,Arnold Professional Pharmacy,Baltimore District Office,,,Warning Letter
4/6/2017,Bebe Toys Manufactory Ltd.,Center for Devices and Radiological Health,,,Warning Letter
4/6/2017,Entellus Medical,Center for Devices and Radiological Health,,,Warning Letter
4/5/2017,Teva Pharmaceutical and Chemical (Hangzhou) Co. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
4/5/2017,Jus Bar LLC,New York District Office,,,Warning Letter
4/4/2017,Granja Cintron,San Juan District Office,,,Warning Letter
4/4/2017,SI Marketing Inc.,San Francisco District Office,,,Warning Letter
4/4/2017,"Abbott's Compounding Pharmacy, Inc.",San Francisco District Office,,,Warning Letter
4/4/2017,American Specialty Pharmacy,Dallas District Office,,,Warning Letter
4/3/2017,Santos Agency Inc.,San Francisco District Office,,,Warning Letter
4/3/2017,Professional Arts Pharmacy,Baltimore District Office,,,Warning Letter
3/29/2017,Well Care Compounding Pharmacy,San Francisco District Office,,,Warning Letter
3/29/2017,"Hebei Pukang Medical Instruments Co., Ltd.",Center for Devices and Radiological Health,,,Warning Letter
3/29/2017,"Targeted Medical Pharma, Inc. dba Physician Therapeutics",Center for Drug Evaluation and Research,,,Warning Letter
3/29/2017,Enclara Pharmacia Inc,Philadelphia District Office,,,Warning Letter
3/28/2017,Ranier's Compounding Laboratory,Philadelphia District Office,,,Warning Letter
3/27/2017,Indoco Remedies Limited,Center for Drug Evaluation and Research,,,Warning Letter
3/24/2017,"KC Innovations, Inc",Kansas City District Office,,,Warning Letter
3/24/2017,"Sanapac Co., Inc.",Philadelphia District Office,,,Warning Letter
3/23/2017,"X12 Co., LTD.",Center for Devices and Radiological Health,,,Warning Letter
3/23/2017,Daesang America Inc,New Jersey District Office,,,Warning Letter
3/22/2017,Iacofano's Group LLC,Atlanta District Office,,,Warning Letter
3/22/2017,H & W Farms LLC,Detroit District Office,,,Warning Letter
3/22/2017,"Trone Health Services, Inc.",Seattle District Office,,,Warning Letter
3/20/2017,"Merrill D. Benson, M.D.",Center for Drug Evaluation and Research,,,Warning Letter
3/20/2017,Vacunda & Design,San Juan District Office,,,Warning Letter
3/20/2017,"Northwest Frozen, LLC dba Banzai Sushi (Banzai)",Seattle District Office,,,Warning Letter
3/20/2017,"ImprimisRx CA, Inc., dba ImprimisRx",Los Angeles District Office,,,Warning Letter
3/16/2017,"Nobel Bakery, Inc.",Los Angeles District Office,,,Warning Letter
3/16/2017,Opto-Pharm Pte Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
3/16/2017,Day Fish Co Inc,Minneapolis District Office,,,Warning Letter
3/15/2017,MIYAQUIL SA,Center for Food Safety and Applied Nutrition,,,Warning Letter
3/15/2017,Country Favor Inc.,New York District Office,,,Warning Letter
3/15/2017,"Chen Shwezin, Inc. dba Park Compounding Pharmacy",Los Angeles District Office,,,Warning Letter
3/15/2017,"DSE Healthcare Solutions, LLC",New Jersey District Office,,,Warning Letter
3/13/2017,"South Fork Dairy, LLC",Cincinnati District Office,,,Warning Letter
3/9/2017,C & B Croissants Corporation,Los Angeles District Office,,,Warning Letter
3/9/2017,Reliable Rexall-A Compounding Pharmacy,San Francisco District Office,,,Warning Letter
3/7/2017,"Sweet Springs Valley Water Co., Inc.",Baltimore District Office,,,Warning Letter
3/7/2017,Ark Bio Medical Canada Corp,Center for Biologics Evaluation and Research,,,Warning Letter
3/2/2017,Holdgrafer Dairy Inc.,Kansas City District Office,,,Warning Letter
3/2/2017,Lumis Global Pharmaceuticals Co. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
3/2/2017,Badrivishal Chemicals & Pharmaceuticals,Center for Drug Evaluation and Research,,,Warning Letter
3/2/2017,Cape Fear Naturals,Atlanta District Office,,,Warning Letter
3/2/2017,Lucky Pacific Corp and Kamli International Co. Ltd.,New York District Office,,,Warning Letter
3/1/2017,"Bond Pharmacy, Inc. dba Advanced Infusion Solutions",New Orleans District Office,,,Warning Letter
2/28/2017,TS Food Industry Sdn. Bhd.,Center for Food Safety and Applied Nutrition,,,Warning Letter
2/27/2017,"Invitrx Therapeutics, Inc",Los Angeles District Office,,,Warning Letter
2/27/2017,SNAC System Inc.,San Francisco District Office,,,Warning Letter
2/27/2017,DeGrave Dairy,Minneapolis District Office,,,Warning Letter
2/24/2017,Megafine Pharma (P) Limited,Center for Drug Evaluation and Research,,,Warning Letter
2/24/2017,"Jinan Jinda Pharmaceutical Chemistry Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
2/23/2017,Modern Macaroni Co Ltd,San Francisco District Office,,,Warning Letter
2/23/2017,"Denttio, Inc.",Los Angeles District Office,,,Warning Letter
2/17/2017,Pirate VapeStore,Center for Tobacco Products,,,Warning Letter
2/17/2017,"N2G2, LLC",Center for Tobacco Products,,,Warning Letter
2/17/2017,Vaping Outlaws London,Center for Tobacco Products,,,Warning Letter
2/17/2017,"Morton Grove Pharmaceuticals, Inc.",Chicago District Office,,,Warning Letter
2/17/2017,Tiki Vapes,Center for Tobacco Products,,,Warning Letter
2/17/2017,Apache Vape Limited,Center for Tobacco Products,,,Warning Letter
2/17/2017,Tobacco Stock,Center for Tobacco Products,,,Warning Letter
2/17/2017,"Orlando Vape Bar, LLC",Center for Tobacco Products,,,Warning Letter
2/16/2017,TJSL-Investments,Center for Tobacco Products,,,Warning Letter
2/16/2017,Downtown Cigar Bar Fort Lauderdale,Center for Tobacco Products,,,Warning Letter
2/16/2017,Smarter Smokes,Center for Tobacco Products,,,Warning Letter
2/16/2017,Hurley's Vapor,Center for Tobacco Products,,,Warning Letter
2/16/2017,www.vap-cafe.com,Center for Tobacco Products,,,Warning Letter
2/14/2017,The See Clear Company,Atlanta District Office,,,Warning Letter
2/14/2017,"Chongqing Pharma Research Institute Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
2/10/2017,Apple Tree Goat Dairy,Philadelphia District Office,,,Warning Letter
2/8/2017,"Southern Aire Seafood, Inc.",New Orleans District Office,,,Warning Letter
2/8/2017,Fred & Tyler Kamp,Dallas District Office,,,Warning Letter
2/8/2017,Humaworm,New Orleans District Office,,,Warning Letter
2/7/2017,Dorneyville Pharmacy,Philadelphia District Office,,,Warning Letter
2/3/2017,ProSupps USA LLC,Dallas District Office,,,Warning Letter
2/3/2017,Kumato Labs,Los Angeles District Office,,,Warning Letter
2/3/2017,Resonance Laboratories Private Limited,Center for Drug Evaluation and Research,,,Warning Letter
2/2/2017,"Sato Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
2/1/2017,"Life Extension Foundation Buyers Club, Inc.",Florida District Office,,,Warning Letter
1/31/2017,Berkeley Nutritional Mfg Corp.,San Francisco District Office,,,Warning Letter
1/31/2017,"Ausmetics Daily Chemicals (Guangzhou) Co., Ltd",Center for Drug Evaluation and Research,,,Warning Letter
1/30/2017,Bao International Inc,Los Angeles District Office,,,Warning Letter
1/27/2017,"Cassandra E. Curtis, M.D.",Center for Drug Evaluation and Research,,,Warning Letter
1/26/2017,"Humco Holding Group, Inc",Dallas District Office,,,Warning Letter
1/26/2017,WD Import and Export Inc.,New York District Office,,,Warning Letter
1/26/2017,Pierless Fish Corp.,New York District Office,,,Warning Letter
1/26/2017,"Zhejiang Bangli Medical Products Co., Ltd",Center for Drug Evaluation and Research,,,Warning Letter
1/24/2017,"Nam & Nam, Inc. t/a Sam Sung Tofu",Baltimore District Office,,,Warning Letter
1/23/2017,"Herbal Science International, Inc.",Los Angeles District Office,,,Warning Letter
1/20/2017,"Fox Ridge Farm, Inc. DBA Wilsons Orchard",Kansas City District Office,,,Warning Letter
1/19/2017,Domestic Tobacco Co.,Center for Tobacco Products,,,Warning Letter
1/18/2017,Rolling View Farms,Kansas City District Office,,,Warning Letter
1/18/2017,CTX Lifesciences Private Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
1/17/2017,"Avicola Santos, Inc.",San Juan District Office,,,Warning Letter
1/17/2017,E-Cig Company,Center for Tobacco Products,,,Warning Letter
1/17/2017,Unique EnCapsulation Technology LLC,New Jersey District Office,,,Warning Letter
1/17/2017,Rapid Release Technologies,Los Angeles District Office,,,Warning Letter
1/17/2017,Porton Biopharma Limited,Center for Drug Evaluation and Research,,,Warning Letter
1/13/2017,FACTA Farmaceutici S.p.A.,Center for Drug Evaluation and Research,,,Warning Letter
1/11/2017,"Mama Turney's Homemade Pies, Inc.",New Orleans District Office,,,Warning Letter
1/11/2017,Fisk Seafood ehf,Center for Food Safety and Applied Nutrition,,,Warning Letter
1/11/2017,"Walter's Pharmacy, Inc.",Philadelphia District Office,,,Warning Letter
1/10/2017,"Hawaiian Ono Services, Inc.",San Francisco District Office,,,Warning Letter
1/10/2017,"Aspen Hills, Inc.",Kansas City District Office,,,Warning Letter
1/6/2017,Wellington Foods,Los Angeles District Office,,,Warning Letter
1/6/2017,"Cixi Zhixin Bird Clean-Care Product Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
1/6/2017,"Suzhou Pharmaceutical Technology Co.,Ltd",Center for Drug Evaluation and Research,,,Warning Letter
1/6/2017,"Sato Yakuhin Kogyo Co., Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
1/5/2017,"Kang Zhang, M.D., Ph.D.",Center for Drug Evaluation and Research,,,Warning Letter
1/5/2017,"Compania Pesquera Charly, SA dba Copescharly, SA",Center for Food Safety and Applied Nutrition,,,Warning Letter
1/5/2017,Besa ehf,Center for Food Safety and Applied Nutrition,,,Warning Letter
12/28/2016,Regalo's Favorite of Hawaii Inc.,Los Angeles District Office,,,Warning Letter
12/23/2016,"Horizon Pharmaceuticals, Inc.",Florida District Office,,,Warning Letter
12/23/2016,"Wockhardt, Ltd.",Center for Drug Evaluation and Research,,,Warning Letter
12/22/2016,"Florida Key West, Inc.",Florida District Office,,,Warning Letter
12/22/2016,"Rock Solid Nutrition, LLC",Kansas City District Office,,,Warning Letter
12/22/2016,Northern Health Products,Atlanta District Office,,,Warning Letter
12/22/2016,"Tofu Yu, LLC",San Francisco District Office,,,Warning Letter
12/21/2016,"Sincerus Florida, LLC",Florida District Office,,,Warning Letter
12/19/2016,Samuel P. Hostetler (DBA) Hump-Back Dairys,Kansas City District Office,,,Warning Letter
12/16/2016,Healthy Habits,Los Angeles District Office,,,Warning Letter
12/16/2016,ECIGRUS LLC,Center for Tobacco Products,,,Warning Letter
12/16/2016,Premiumecigsmoking.com,Center for Tobacco Products,,,Warning Letter
12/16/2016,www.tobaccolocker.com,Center for Tobacco Products,,,Warning Letter
12/16/2016,Vape USA,Center for Tobacco Products,,,Warning Letter
12/16/2016,"New Hampshire Cigars, LLC",Center for Tobacco Products,,,Warning Letter
12/15/2016,"Drug Depot, Inc., dba APS Pharmacy",Florida District Office,,,Warning Letter
12/15/2016,Pharmco Laboratories Inc.,Florida District Office,,,Warning Letter
12/15/2016,Nomax Inc,Kansas City District Office,,,Warning Letter
12/15/2016,"Derrek Olson, LLC",Minneapolis District Office,,,Warning Letter
12/15/2016,"Aplicare, Inc.",New England District Office,,,Warning Letter
12/15/2016,Intega Skin Sciences Inc.,Center for Drug Evaluation and Research,,,Warning Letter
12/15/2016,Natura Bisse International S.A.,Center for Drug Evaluation and Research,,,Warning Letter
12/14/2016,Elec-cigs.co.uk,Center for Tobacco Products,,,Warning Letter
12/14/2016,Electronic-cigz,Center for Tobacco Products,,,Warning Letter
12/14/2016,Cigars Inc.,Center for Tobacco Products,,,Warning Letter
12/14/2016,eCigPros Inc.,Center for Tobacco Products,,,Warning Letter
12/14/2016,Cigees,Center for Tobacco Products,,,Warning Letter
12/14/2016,Shisha Pen Shop,Center for Tobacco Products,,,Warning Letter
12/14/2016,OK Smokey Ltd.,Center for Tobacco Products,,,Warning Letter
12/14/2016,JDL Engineering Associates Incorporated,Center for Tobacco Products,,,Warning Letter
12/14/2016,"PHD Marketing, INC.",Center for Tobacco Products,,,Warning Letter
